algorithm,seed,run_idx,obstacle_geometry,library_size,collision,unrecoverable_infeasible,historical_failure,solve_time_sum_sec,timed_steps,total_steps
library_pcbf_mi,1416765560,0,"[[15.085599060304764, 49.932119069370806, 3.902247536435036, 0.21410551148018475, 2.4], [92.14287460942685, 61.457057722859986, 0.08142147625839963, 3.5534896855946867, 2.4], [66.01389490563348, 51.16393746741708, 0.24045681964865273, 4.225104653954487, 2.4], [55.05065410933141, 48.46072151079844, -0.13234938416620973, -3.529912282590672, 2.4], [46.904881433397485, 29.05161989816821, -0.035025653976082316, 3.1246754966028636, 2.4], [6.109020613478297, 21.872281691154615, 0.2030671694477803, -3.5186218106334595, 2.4], [34.89614210978986, 4.586458219164797, -3.136510501929782, 0.811288017859921, 2.4], [67.95775213396337, 8.138797771772772, 0.04394097033343025, 3.0510754184205564, 2.4], [32.83340399844572, 11.388301915268384, -3.259004401662863, -0.016848401398417423, 2.4], [21.39136601486017, 8.820502103954542, -0.2365282943076486, -3.897588160986057, 2.4], [4.688431351340279, 30.53965629913608, 0.17645999722726385, 4.090667615972877, 2.4], [32.627178231482574, 27.265240074331306, -2.4100204942928043, 3.761638733620597, 2.4], [73.1718382267086, 6.761231639999883, 3.101158399638039, 0.17261249085061342, 2.4], [76.41915339944416, 90.18524412887417, -0.17818927844332244, 3.2246027606815995, 2.4], [96.88743383744577, 16.537443617223513, 3.3664716642697243, 0.18519245852166688, 2.4], [49.837244424979716, 10.394957311686017, 3.9164696810398434, -0.19238124815304875, 2.4], [88.78805046209091, 13.872075129657096, 0.23169639423491295, -3.12924583585088, 2.4], [7.6363296056762024, 78.37634073675706, 0.1302078203100886, 4.077951325782425, 2.4], [30.299287452178827, 78.08658231099484, 0.0866731608440175, -3.622665721328114, 2.4], [27.21610755117564, 95.06186913056911, -3.144083110331016, -0.235649763868515, 2.4], [87.76916804887246, 74.01919991368324, -0.07995881782039727, -3.4481767004233816, 2.4], [56.18454582234486, 8.88099554489514, 0.10277276185948475, -3.8326030712076427, 2.4], [49.633317247679486, 85.8455027945974, -0.06436425263107176, 3.1624535072564144, 2.4], [49.944481779421515, 15.608133062024486, -0.16438287737131374, 3.768023073039117, 2.4], [9.35113789574748, 46.22079609469948, -4.461678080537396, 0.018026541121706596, 2.4], [22.491846621762054, 70.13023800091055, 3.812270535698388, 0.1834884365183312, 2.4], [94.24905512184434, 10.481707372913917, -3.2386254246476702, -0.21429562652990136, 2.4], [60.33194555323108, 5.745184972290672, 0.18742532666921952, -3.067519280244167, 2.4], [90.33768498627514, 41.22171729569163, 4.119109742551537, 0.03759897760039704, 2.4], [11.12369735397353, 65.35519684651973, -3.9910949611821387, 1.3517656104545688, 2.4], [14.034171128481114, 87.8342023087063, -3.576494829726577, -2.3971832557395008, 2.4], [70.74171469740706, 33.54846162712661, -0.02550195412716394, -4.037379719428329, 2.4], [18.013176220498856, 91.12095530396581, 3.7329291179914907, 0.047050349654267354, 2.4], [6.043132704604876, 39.78244439208272, 0.20001387370282053, -3.8747526397158873, 2.4], [91.01195899256824, 78.17110906372376, -0.05134247003688597, 3.7164236702442164, 2.4], [26.12590890486113, 5.757870126009909, -0.03198410494722065, 3.699719029285475, 2.4], [4.065196580700777, 58.687763391633574, -0.04206489934340912, -3.795675804156897, 2.4], [39.41477908312675, 7.775296910800637, 0.12473273390906559, -3.8313253291765994, 2.4], [44.215351235157016, 51.25455033191996, -4.141488168905251, -0.22563567080961267, 2.4], [94.55318386523815, 23.020466521139433, -0.09589594647458743, 3.4591071224964858, 2.4], [88.4902109783309, 29.39298856015666, 0.19145163562440254, 3.4063475174752935, 2.4], [38.374908442700786, 70.17920134269468, -0.1605012966632411, 4.188218963255514, 2.4], [74.24755254556358, 69.44199551400712, -0.03939167201568111, 4.3444183865377335, 2.4], [86.70437445328855, 68.38105415260813, -0.057427504672273255, 3.864563082023465, 2.4], [69.64315712617345, 90.99275563033291, 4.270942250928412, 0.21341613452549457, 2.4]]",66,True,False,True,16.58557712333277,70,80
